team,season,wins,losses,win_loss_pct,rank_team,srs,pace,rel_pace,off_rtg,rel_off_rtg,def_rtg,rel_def_rtg,playoffs,coaches
CHI,2008-09,41,41,.500,2nd of 5,-0.16,93.1,1.4,108.4,0.1,108.7,0.4,Lost E. Conf. 1st Rnd.,V. Del Negro
CHI,2007-08,33,49,.402,4th of 5,-3.19,93.0,0.6,103.9,-3.6,107.2,-0.3,,S. Skiles
CHI,2006-07,49,33,.598,3rd of 5,4.52,93.6,1.7,104.9,-1.6,99.6,-6.9,Lost E. Conf. Semis,S. Skiles
CHI,2005-06,41,41,.500,4th of 5,0.51,92.9,2.4,104.0,-2.2,103.4,-2.8,Lost E. Conf. 1st Rnd.,S. Skiles
CHI,2004-05,47,35,.573,2nd of 5,0.65,92.4,1.5,101.4,-4.7,100.3,-5.8,Lost E. Conf. 1st Rnd.,S. Skiles
CHI,2003-04,23,59,.280,8th of 8,-6.69,92.2,2.1,96.6,-6.3,103.4,0.5,,B. Cartwright
CHI,2002-03,30,52,.366,6th of 8,-5.31,93.5,2.5,100.2,-3.4,105.6,2.0,,B. Cartwright
CHI,2001-02,21,61,.256,8th of 8,-8.52,90.5,-0.2,98.2,-6.3,107.6,3.1,,T. Floyd
CHI,2000-01,15,67,.183,8th of 8,-9.09,89.3,-2.0,97.2,-5.8,107.3,4.3,,T. Floyd
CHI,1999-00,17,65,.207,8th of 8,-9.23,89.4,-3.7,94.2,-9.9,104.6,0.5,,T. Floyd
CHI,1998-99,13,37,.260,8th of 8,-8.58,88.1,-0.8,92.4,-9.8,103.0,0.8,,T. Floyd
CHI,1997-98,62,20,.756,1st of 8,7.24,89.0,-1.3,107.7,2.7,99.8,-5.2,Won Finals,P. Jackson
CHI,1996-97,69,13,.841,1st of 8,10.70,90.0,-0.1,114.4,7.7,102.4,-4.3,Won Finals,P. Jackson
CHI,1995-96,72,10,.878,1st of 8,11.80,91.1,-0.7,115.2,7.6,101.8,-5.8,Won Finals,P. Jackson
CHI,1994-95,47,35,.573,3rd of 7,4.32,92.0,-0.9,109.5,1.2,104.3,-4.0,Lost E. Conf. Semis,P. Jackson
CHI,1993-94,55,27,.671,2nd of 7,2.87,91.9,-3.2,106.1,-0.2,102.7,-3.6,Lost E. Conf. Semis,P. Jackson
CHI,1992-93,57,25,.695,1st of 7,6.19,92.5,-4.3,112.9,4.9,106.1,-1.9,Won Finals,P. Jackson
CHI,1991-92,67,15,.817,1st of 7,10.07,94.4,-2.2,115.5,7.3,104.5,-3.7,Won Finals,P. Jackson
CHI,1990-91,61,21,.744,1st of 7,8.57,95.6,-2.2,114.6,6.7,105.2,-2.7,Won Finals,P. Jackson
CHI,1989-90,55,27,.671,2nd of 7,2.74,96.7,-1.6,112.3,4.2,109.0,0.9,Lost E. Conf. Finals,P. Jackson
CHI,1988-89,47,35,.573,5th of 6,2.13,97.0,-3.6,109.1,1.3,107.7,-0.1,Lost E. Conf. Finals,D. Collins
CHI,1987-88,50,32,.610,2nd of 6,3.76,95.5,-4.1,109.0,1.0,105.5,-2.5,Lost E. Conf. Semis,D. Collins
CHI,1986-87,40,42,.488,5th of 6,1.26,95.8,-5.0,108.6,0.3,107.6,-0.7,Lost E. Conf. 1st Rnd.,D. Collins
CHI,1985-86,30,52,.366,4th of 6,-3.12,99.7,-2.4,108.6,1.4,112.4,5.2,Lost E. Conf. 1st Rnd.,S. Albeck
CHI,1984-85,38,44,.463,3rd of 6,-0.50,99.4,-2.7,108.7,0.8,109.6,1.7,Lost E. Conf. 1st Rnd.,K. Loughery
CHI,1983-84,27,55,.329,5th of 6,-4.69,99.8,-1.6,102.4,-5.2,107.5,-0.1,,K. Loughery
CHI,1982-83,28,54,.341,4th of 6,-4.41,106.1,3.0,103.4,-1.3,108.0,3.3,,P. Westhead
CHI,1981-82,34,48,.415,5th of 6,-1.57,99.0,-1.9,106.6,-0.3,108.6,1.7,,J. Sloan
CHI,1980-81,45,37,.549,2nd of 6,2.34,100.6,-1.2,107.8,2.3,105.8,0.3,Lost E. Conf. Semis,J. Sloan
CHI,1979-80,30,52,.366,4th of 5,-2.63,101.8,-1.3,104.3,-1.0,107.0,1.7,,J. Sloan
CHI,1978-79,31,51,.378,5th of 5,-3.78,102.9,-2.9,101.3,-2.5,105.1,1.3,,L. Costello
CHI,1977-78,40,42,.488,3rd of 6,-0.79,101.5,-5.2,102.0,1.1,102.9,2.0,,E. Badger
CHI,1976-77,44,38,.537,3rd of 6,0.92,100.0,-6.5,98.3,-1.2,97.4,-2.1,Lost W. Conf. 1st Rnd.,E. Badger
CHI,1975-76,24,58,.293,4th of 4,-2.89,100.3,-5.2,95.2,-3.1,98.0,-0.3,,D. Motta
CHI,1974-75,47,35,.573,1st of 4,2.88,99.7,-4.8,97.4,-0.3,94.4,-3.3,Lost W. Conf. Finals,D. Motta
CHI,1973-74,54,28,.659,2nd of 4,3.20,105.0,-2.8,96.7,-1.0,93.6,-4.1,Lost W. Conf. Finals,D. Motta
CHI,1972-73,51,31,.622,2nd of 4,3.43,104.5,-6.2,98.9,2.1,95.6,-1.2,Lost W. Conf. Semis,D. Motta
CHI,1971-72,57,25,.695,2nd of 4,7.91,108.6,-3.4,101.9,4.0,94.3,-3.6,Lost W. Conf. Semis,D. Motta
CHI,1970-71,51,31,.622,2nd of 4,5.47,109.7,-5.4,100.5,3.3,95.7,-1.5,Lost W. Conf. Semis,D. Motta
CHI,1969-70,39,43,.476,3rd of 7,-1.71,116.5,-0.6,97.6,-1.4,99.1,0.1,Lost W. Div. Semis,D. Motta
CHI,1968-69,33,49,.402,5th of 7,-2.11,113.4,-3.5,92.0,-3.5,94.0,-1.5,,D. Motta
CHI,1967-68,29,53,.354,4th of 6,-3.76,115.7,-4.1,94.1,-2.7,97.5,0.7,Lost W. Div. Semis,R. Kerr
CHI,1966-67,33,48,.407,4th of 5,-3.37,122.2,0.6,92.3,-3.8,95.4,-0.7,Lost W. Div. Semis,R. Kerr
CLE,2024-25,0,0,,,,,,,,,,,K. Atkinson
CLE,2023-24,48,34,.585,2nd of 5,1.98,97.2,-1.3,115.2,-0.1,112.7,-2.6,Lost E. Conf. Semis,J. Bickerstaff
CLE,2022-23,51,31,.622,2nd of 5,5.23,95.7,-3.4,116.1,1.3,110.6,-4.2,Lost E. Conf. 1st Rnd.,J. Bickerstaff
CLE,2021-22,44,38,.537,3rd of 5,2.04,96.1,-2.1,111.9,-0.1,109.7,-2.3,,J. Bickerstaff
CLE,2020-21,22,50,.306,4th of 5,-8.19,97.3,-1.9,105.8,-6.5,114.4,2.1,,J. Bickerstaff
CLE,2019-20,19,46,.292,5th of 5,-7.77,98.7,-1.6,107.5,-3.1,115.4,4.8,,J. Beilein
CLE,2018-19,19,63,.232,5th of 5,-9.39,96.6,-3.4,107.7,-2.7,117.6,7.2,,T. Lue
CLE,2017-18,50,32,.610,1st of 5,0.59,98.0,0.7,112.9,4.3,111.9,3.3,Lost Finals,T. Lue
CLE,2016-17,51,31,.622,1st of 5,2.87,96.2,-0.2,113.6,4.8,110.3,1.5,Lost Finals,T. Lue
CLE,2015-16,57,25,.695,1st of 5,5.45,93.3,-2.5,110.9,4.5,104.5,-1.9,Won Finals,D. Blatt
CLE,2014-15,53,29,.646,1st of 5,4.08,92.3,-1.6,111.1,5.5,106.3,0.7,Lost Finals,D. Blatt
CLE,2013-14,33,49,.402,3rd of 5,-3.86,93.1,-0.8,104.2,-2.5,107.7,1.0,,M. Brown
CLE,2012-13,24,58,.293,5th of 5,-4.87,92.3,0.3,104.3,-1.6,109.4,3.5,,B. Scott
CLE,2011-12,21,45,.318,5th of 5,-7.34,91.3,0.0,101.1,-3.5,108.9,4.3,,B. Scott
CLE,2010-11,19,63,.232,5th of 5,-8.88,93.0,0.9,102.2,-5.1,111.8,4.5,,B. Scott
CLE,2009-10,61,21,.744,1st of 5,6.17,91.4,-1.3,111.2,3.6,104.1,-3.5,Lost E. Conf. Semis,M. Brown
CLE,2008-09,66,16,.805,1st of 5,8.68,88.7,-3.0,112.4,4.1,102.4,-5.9,Lost E. Conf. Finals,M. Brown
CLE,2007-08,45,37,.549,2nd of 5,-0.53,90.2,-2.2,106.0,-1.5,106.4,-1.1,Lost E. Conf. Semis,M. Brown
CLE,2006-07,50,32,.610,2nd of 5,3.33,90.8,-1.1,105.5,-1.0,101.3,-5.2,Lost Finals,M. Brown
CLE,2005-06,50,32,.610,2nd of 5,2.17,89.8,-0.7,107.8,1.6,105.4,-0.8,Lost E. Conf. Semis,M. Brown
CLE,2004-05,42,40,.512,4th of 5,0.27,89.7,-1.2,106.6,0.5,105.7,-0.4,,P. Silas
CLE,2003-04,35,47,.427,5th of 8,-3.07,90.8,0.7,101.4,-1.5,104.2,1.3,,P. Silas
CLE,2002-03,17,65,.207,8th of 8,-9.59,94.0,3.0,96.5,-7.1,106.7,3.1,,J. Lucas
CLE,2001-02,29,53,.354,7th of 8,-3.52,90.3,-0.4,104.6,0.1,108.2,3.7,,J. Lucas
CLE,2000-01,30,52,.366,6th of 8,-4.48,91.2,-0.1,100.3,-2.7,104.9,1.9,,R. Wittman
CLE,1999-00,32,50,.390,6th of 8,-3.64,95.7,2.6,100.4,-3.7,104.0,-0.1,,R. Wittman
CLE,1998-99,22,28,.440,7th of 8,-0.94,86.4,-2.5,99.6,-2.6,101.6,-0.6,,M. Fratello
CLE,1997-98,47,35,.573,5th of 8,3.06,89.9,-0.4,102.2,-2.8,99.1,-5.9,Lost E. Conf. 1st Rnd.,M. Fratello
CLE,1996-97,42,40,.512,5th of 8,2.32,82.9,-7.2,104.6,-2.1,102.4,-4.3,,M. Fratello
CLE,1995-96,47,35,.573,3rd of 8,2.49,82.3,-9.5,109.9,2.3,106.7,-0.9,Lost E. Conf. 1st Rnd.,M. Fratello
CLE,1994-95,43,39,.524,4th of 7,0.55,84.8,-8.1,105.3,-3.0,104.6,-3.7,Lost E. Conf. 1st Rnd.,M. Fratello
CLE,1993-94,47,35,.573,4th of 7,3.64,91.7,-3.4,109.4,3.1,105.1,-1.2,Lost E. Conf. 1st Rnd.,M. Fratello
CLE,1992-93,54,28,.659,2nd of 7,6.30,94.8,-2.0,112.7,4.7,106.0,-2.0,Lost E. Conf. Semis,L. Wilkens
CLE,1991-92,57,25,.695,2nd of 7,5.34,95.0,-1.6,113.9,5.7,108.2,0.0,Lost E. Conf. Finals,L. Wilkens
CLE,1990-91,33,49,.402,6th of 7,-2.33,95.1,-2.7,106.1,-1.8,108.7,0.8,,L. Wilkens
CLE,1989-90,42,40,.512,4th of 7,-0.62,95.0,-3.3,106.9,-1.2,107.2,-0.9,Lost E. Conf. 1st Rnd.,L. Wilkens
CLE,1988-89,57,25,.695,2nd of 6,7.95,98.0,-2.6,110.6,2.8,102.9,-4.9,Lost E. Conf. 1st Rnd.,L. Wilkens
CLE,1987-88,42,40,.512,5th of 6,1.28,97.3,-2.3,106.8,-1.2,106.0,-2.0,Lost E. Conf. 1st Rnd.,L. Wilkens
CLE,1986-87,31,51,.378,6th of 6,-3.19,101.3,0.5,102.6,-5.7,106.4,-1.9,,L. Wilkens
CLE,1985-86,29,53,.354,5th of 6,-2.19,101.6,-0.5,105.5,-1.7,108.3,1.1,,G. Karl
CLE,1984-85,36,46,.439,4th of 6,-2.27,101.9,-0.2,106.0,-1.9,108.7,0.8,Lost E. Conf. 1st Rnd.,G. Karl
CLE,1983-84,28,54,.341,4th of 6,-3.71,97.4,-4.0,104.1,-3.5,108.5,0.9,,T. Nissalke
CLE,1982-83,23,59,.280,5th of 6,-6.78,97.6,-5.5,99.2,-5.5,106.8,2.1,,T. Nissalke
CLE,1981-82,15,67,.183,6th of 6,-7.77,99.3,-1.6,103.3,-3.6,111.8,4.9,,D. Delaney
CLE,1980-81,28,54,.341,5th of 6,-4.15,100.8,-1.0,104.3,-1.2,109.1,3.6,,B. Musselman
CLE,1979-80,37,45,.451,5th of 6,0.43,105.6,2.5,106.7,1.4,106.4,1.1,,S. Albeck
CLE,1978-79,30,52,.366,5th of 6,-3.57,102.7,-3.1,103.7,-0.1,107.3,3.5,,B. Fitch
CLE,1977-78,43,39,.524,3rd of 6,0.44,103.5,-3.2,99.9,-1.0,99.4,-1.5,Lost E. Conf. 1st Rnd.,B. Fitch
CLE,1976-77,43,39,.524,4th of 6,1.08,101.5,-5.0,100.0,0.5,98.9,-0.6,Lost E. Conf. 1st Rnd.,B. Fitch
CLE,1975-76,49,33,.598,1st of 5,2.34,101.6,-3.9,99.5,1.2,97.0,-1.3,Lost E. Conf. Finals,B. Fitch
CLE,1974-75,40,42,.488,3rd of 5,-0.31,100.4,-4.1,97.6,-0.1,98.0,0.3,,B. Fitch
CLE,1973-74,29,53,.354,4th of 4,-4.16,104.1,-3.7,96.0,-1.7,100.1,2.4,,B. Fitch
CLE,1972-73,32,50,.390,4th of 4,-2.64,108.3,-2.4,94.0,-2.8,96.5,-0.3,,B. Fitch
CLE,1971-72,23,59,.280,4th of 4,-7.90,111.5,-0.5,94.5,-3.4,101.4,3.5,,B. Fitch
CLE,1970-71,15,67,.183,4th of 4,-12.04,110.6,-4.5,92.3,-4.9,102.4,5.2,,B. Fitch
DAL,2024-25,0,0,,,,,,,,,,,J. Kidd
DAL,2023-24,50,32,.610,1st of 5,2.30,100.1,1.6,117.6,2.3,115.4,0.1,Lost Finals,J. Kidd
DAL,2022-23,38,44,.463,3rd of 5,-0.14,96.6,-2.5,116.8,2.0,116.7,1.9,,J. Kidd
DAL,2021-22,52,30,.634,2nd of 5,3.12,95.4,-2.8,112.8,0.8,109.4,-2.6,Lost W. Conf. Finals,J. Kidd
DAL,2020-21,42,30,.583,1st of 5,2.26,97.3,-1.9,115.4,3.1,113.0,0.7,Lost W. Conf. 1st Rnd.,R. Carlisle
DAL,2019-20,43,32,.573,2nd of 5,4.87,99.3,-1.0,116.7,6.1,111.7,1.1,Lost W. Conf. 1st Rnd.,R. Carlisle
DAL,2018-19,33,49,.402,5th of 5,-0.87,99.0,-1.0,109.4,-1.0,110.7,0.3,,R. Carlisle
DAL,2017-18,24,58,.293,4th of 5,-2.70,95.6,-1.7,106.3,-2.3,109.5,0.9,,R. Carlisle
DAL,2016-17,33,49,.402,5th of 5,-2.53,92.2,-4.2,105.6,-3.2,108.8,0.0,,R. Carlisle
DAL,2015-16,42,40,.512,2nd of 5,-0.02,94.3,-1.5,106.7,0.3,107.0,0.6,Lost W. Conf. 1st Rnd.,R. Carlisle
DAL,2014-15,50,32,.610,4th of 5,3.36,95.2,1.3,109.5,3.9,106.4,0.8,Lost W. Conf. 1st Rnd.,R. Carlisle
DAL,2013-14,49,33,.598,4th of 5,2.91,93.5,-0.4,111.2,4.5,108.7,2.0,Lost W. Conf. 1st Rnd.,R. Carlisle
DAL,2012-13,41,41,.500,4th of 5,-0.24,94.1,2.1,105.9,0.0,106.5,0.6,,R. Carlisle
DAL,2011-12,36,30,.545,3rd of 5,1.78,91.4,0.1,103.3,-1.3,102.3,-2.3,Lost W. Conf. 1st Rnd.,R. Carlisle
DAL,2010-11,57,25,.695,2nd of 5,4.41,91.3,-0.8,109.7,2.4,105.0,-2.3,Won Finals,R. Carlisle
DAL,2009-10,55,27,.671,1st of 5,2.66,92.5,-0.2,109.2,1.6,106.3,-1.3,Lost W. Conf. 1st Rnd.,R. Carlisle
DAL,2008-09,50,32,.610,3rd of 5,1.68,91.5,-0.2,110.5,2.2,108.4,0.1,Lost W. Conf. Semis,R. Carlisle
DAL,2007-08,51,31,.622,4th of 5,4.70,90.2,-2.2,111.1,3.6,106.1,-1.4,Lost W. Conf. 1st Rnd.,A. Johnson
DAL,2006-07,67,15,.817,1st of 5,7.28,89.5,-2.4,111.3,4.8,103.2,-3.3,Lost W. Conf. 1st Rnd.,A. Johnson
DAL,2005-06,60,22,.732,2nd of 5,5.96,87.8,-2.7,111.8,5.6,105.0,-1.2,Lost Finals,A. Johnson
DAL,2004-05,58,24,.707,2nd of 5,5.86,92.7,1.8,110.3,4.2,104.1,-2.0,Lost W. Conf. Semis,D. Nelson
DAL,2003-04,52,30,.634,3rd of 7,4.86,93.2,3.1,112.1,9.2,107.4,4.5,Lost W. Conf. 1st Rnd.,D. Nelson
DAL,2002-03,60,22,.732,2nd of 7,7.90,92.5,1.5,110.7,7.1,102.3,-1.3,Lost W. Conf. Finals,D. Nelson
DAL,2001-02,57,25,.695,2nd of 7,4.41,92.8,2.1,112.2,7.7,107.7,3.2,Lost W. Conf. Semis,D. Nelson
DAL,2000-01,53,29,.646,3rd of 7,4.61,93.2,1.9,107.1,4.1,102.6,-0.4,Lost W. Conf. Semis,D. Nelson
DAL,1999-00,40,42,.488,4th of 7,-0.29,94.9,1.8,106.6,2.5,107.2,3.1,,D. Nelson
DAL,1998-99,19,31,.380,5th of 7,-2.50,89.0,0.1,102.3,0.1,104.9,2.7,,D. Nelson
DAL,1997-98,20,62,.244,5th of 7,-6.33,89.9,-0.4,100.5,-4.5,107.2,2.2,,J. Cleamons
DAL,1996-97,24,58,.293,4th of 7,-6.47,89.0,-1.1,101.1,-5.6,108.2,1.5,,J. Cleamons
DAL,1995-96,26,56,.317,6th of 7,-4.71,95.4,3.6,106.1,-1.5,111.2,3.6,,D. Motta
DAL,1994-95,36,46,.439,5th of 6,-2.39,94.7,1.8,107.6,-0.7,110.6,2.3,,D. Motta
DAL,1993-94,13,69,.159,6th of 6,-8.19,94.5,-0.6,100.4,-5.9,109.6,3.3,,Q. Buckner
DAL,1992-93,11,71,.134,6th of 6,-14.68,99.5,2.7,99.5,-8.5,114.7,6.7,,R. Adubato
DAL,1991-92,22,60,.268,5th of 6,-7.47,94.4,-2.2,103.0,-5.2,111.1,2.9,,R. Adubato
DAL,1990-91,28,54,.341,6th of 7,-4.27,94.2,-3.6,105.5,-2.4,110.3,2.4,,R. Adubato
DAL,1989-90,47,35,.573,3rd of 7,0.42,94.5,-3.8,107.2,-0.9,107.2,-0.9,Lost W. Conf. 1st Rnd.,J. MacLeod
DAL,1988-89,38,44,.463,4th of 6,-1.79,95.9,-4.7,107.4,-0.4,108.6,0.8,,J. MacLeod
DAL,1987-88,53,29,.646,2nd of 6,3.59,97.0,-2.6,112.2,4.2,107.7,-0.3,Lost W. Conf. Finals,J. MacLeod
DAL,1986-87,55,27,.671,1st of 6,5.54,100.5,-0.3,114.9,6.6,108.7,0.4,Lost W. Conf. 1st Rnd.,D. Motta
DAL,1985-86,44,38,.537,3rd of 6,0.70,102.2,0.1,112.1,4.9,111.0,3.8,Lost W. Conf. Semis,D. Motta
DAL,1984-85,44,38,.537,3rd of 6,1.80,98.8,-3.3,111.5,3.6,109.3,1.4,Lost W. Conf. 1st Rnd.,D. Motta
DAL,1983-84,43,39,.524,2nd of 6,0.15,99.0,-2.4,110.0,2.4,109.6,2.0,Lost W. Conf. Semis,D. Motta
DAL,1982-83,38,44,.463,4th of 6,-0.70,102.8,-0.3,109.4,4.7,109.8,5.1,,D. Motta
DAL,1981-82,28,54,.341,5th of 6,-4.48,98.5,-2.4,105.9,-1.0,110.4,3.5,,D. Motta
DAL,1980-81,15,67,.183,6th of 6,-8.33,98.6,-3.2,102.4,-3.1,110.8,5.3,,D. Motta
DEN,2024-25,0,0,,,,,,,,,,,M. Malone
DEN,2023-24,57,25,.695,2nd of 5,5.23,96.8,-1.7,118.5,3.2,113.0,-2.3,Lost W. Conf. Semis,M. Malone
DEN,2022-23,53,29,.646,1st of 5,3.04,98.1,-1.0,117.6,2.8,114.2,-0.6,Won Finals,M. Malone
DEN,2021-22,48,34,.585,2nd of 5,2.16,97.8,-0.4,114.5,2.5,112.1,0.1,Lost W. Conf. 1st Rnd.,M. Malone
DEN,2020-21,47,25,.653,2nd of 5,4.82,97.1,-2.1,117.1,4.8,112.1,-0.2,Lost W. Conf. Semis,M. Malone
DEN,2019-20,46,27,.630,1st of 5,2.35,97.1,-3.2,113.1,2.5,111.0,0.4,Lost W. Conf. Finals,M. Malone
DEN,2018-19,54,28,.659,1st of 5,4.19,97.7,-2.3,113.0,2.6,108.9,-1.5,Lost W. Conf. Semis,M. Malone
DEN,2017-18,46,36,.561,5th of 5,1.57,96.8,-0.5,112.5,3.9,111.0,2.4,,M. Malone
DEN,2016-17,40,42,.488,4th of 5,0.70,98.3,1.9,113.2,4.4,112.7,3.9,,M. Malone
DEN,2015-16,33,49,.402,4th of 5,-2.81,95.7,-0.1,105.6,-0.8,108.9,2.5,,M. Malone
DEN,2014-15,30,52,.366,4th of 5,-3.07,96.1,2.2,104.5,-1.1,108.2,2.6,,B. Shaw
DEN,2013-14,36,46,.439,4th of 5,-1.40,98.1,4.2,106.0,-0.7,108.2,1.5,,B. Shaw
DEN,2012-13,57,25,.695,2nd of 5,5.37,95.1,3.1,110.4,4.5,105.1,-0.8,Lost W. Conf. 1st Rnd.,G. Karl
DEN,2011-12,38,28,.576,2nd of 5,3.16,94.2,2.9,109.2,4.6,106.2,1.6,Lost W. Conf. 1st Rnd.,G. Karl
DEN,2010-11,50,32,.610,2nd of 5,4.81,95.6,3.5,112.3,5.0,107.3,0.0,Lost W. Conf. 1st Rnd.,G. Karl
DEN,2009-10,53,29,.646,1st of 5,4.15,94.8,2.1,111.8,4.2,107.5,-0.1,Lost W. Conf. 1st Rnd.,G. Karl
DEN,2008-09,54,28,.659,1st of 5,3.13,94.3,2.6,110.4,2.1,106.8,-1.5,Lost W. Conf. Finals,G. Karl
DEN,2007-08,50,32,.610,2nd of 5,3.74,99.7,7.3,110.0,2.5,106.3,-1.2,Lost W. Conf. 1st Rnd.,G. Karl
DEN,2006-07,45,37,.549,2nd of 5,1.69,97.4,5.5,107.6,1.1,105.9,-0.6,Lost W. Conf. 1st Rnd.,G. Karl
DEN,2005-06,44,38,.537,1st of 5,0.36,93.9,3.4,105.5,-0.7,105.2,-1.0,Lost W. Conf. 1st Rnd.,G. Karl
DEN,2004-05,49,33,.598,2nd of 5,2.23,93.5,2.6,106.0,-0.1,103.9,-2.2,Lost W. Conf. 1st Rnd.,J. Bzdelik
DEN,2003-04,43,39,.524,6th of 7,1.65,93.3,3.2,103.9,1.0,102.7,-0.2,Lost W. Conf. 1st Rnd.,J. Bzdelik
DEN,2002-03,17,65,.207,7th of 7,-7.41,91.0,0.0,92.2,-11.4,101.3,-2.3,,J. Bzdelik
DEN,2001-02,27,55,.329,6th of 7,-5.19,90.4,-0.3,101.4,-3.1,107.8,3.3,,D. Issel
DEN,2000-01,40,42,.488,6th of 7,-1.83,92.6,1.3,103.7,0.7,106.3,3.3,,D. Issel
DEN,1999-00,35,47,.427,5th of 7,-1.76,94.7,1.6,103.5,-0.6,105.8,1.7,,D. Issel
DEN,1998-99,14,36,.280,6th of 7,-6.67,90.5,1.6,103.1,0.9,110.4,8.2,,M. D'Antoni
DEN,1997-98,11,71,.134,7th of 7,-11.74,89.7,-0.6,99.0,-6.0,112.1,7.1,,B. Hanzlik
DEN,1996-97,21,61,.256,5th of 7,-6.40,92.4,2.3,104.5,-2.2,111.2,4.5,,B. Bickerstaff
DEN,1995-96,35,47,.427,4th of 7,-2.62,92.2,0.4,105.2,-2.4,108.1,0.5,,B. Bickerstaff
DEN,1994-95,41,41,.500,4th of 6,0.96,91.5,-1.4,109.1,0.8,108.2,-0.1,Lost W. Conf. 1st Rnd.,D. Issel
DEN,1993-94,42,40,.512,4th of 6,1.54,96.1,1.0,103.9,-2.4,102.3,-4.0,Lost W. Conf. Semis,D. Issel
DEN,1992-93,36,46,.439,4th of 6,-2.14,99.8,3.0,104.6,-3.4,106.3,-1.7,,D. Issel
DEN,1991-92,24,58,.293,4th of 6,-7.59,98.6,2.0,100.7,-7.5,108.6,0.4,,P. Westhead
DEN,1990-91,20,62,.244,7th of 7,-10.31,113.7,15.9,105.2,-2.7,114.7,6.8,,P. Westhead
DEN,1989-90,43,39,.524,4th of 7,1.56,105.4,7.1,108.0,-0.1,106.7,-1.4,Lost W. Conf. 1st Rnd.,D. Moe
DEN,1988-89,44,38,.537,3rd of 6,0.91,107.5,6.9,108.6,0.8,107.1,-0.7,Lost W. Conf. 1st Rnd.,D. Moe
DEN,1987-88,54,28,.659,1st of 6,3.32,105.5,5.9,110.1,2.1,106.3,-1.7,Lost W. Conf. Semis,D. Moe
DEN,1986-87,37,45,.451,4th of 6,-1.14,106.2,5.4,109.3,1.0,110.2,1.9,Lost W. Conf. 1st Rnd.,D. Moe
DEN,1985-86,47,35,.573,2nd of 6,0.89,106.7,4.6,107.1,-0.1,105.9,-1.3,Lost W. Conf. Semis,D. Moe
DEN,1984-85,52,30,.634,1st of 6,2.05,107.6,5.5,110.7,2.8,108.4,0.5,Lost W. Conf. Finals,D. Moe
DEN,1983-84,38,44,.463,3rd of 6,-1.27,110.5,9.1,111.3,3.7,112.3,4.7,Lost W. Conf. 1st Rnd.,D. Moe
DEN,1982-83,45,37,.549,2nd of 6,0.27,112.1,9.0,109.7,5.0,109.1,4.4,Lost W. Conf. Semis,D. Moe
DEN,1981-82,46,36,.561,2nd of 6,0.13,109.8,8.9,114.3,7.4,113.9,7.0,Lost W. Conf. 1st Rnd.,D. Moe
DEN,1980-81,37,45,.451,4th of 6,-0.95,109.8,8.0,109.4,3.9,109.8,4.3,,D. Walsh
DEN,1979-80,30,52,.366,3rd of 5,-4.22,103.9,0.8,103.4,-1.9,107.6,2.3,,D. Walsh
DEN,1978-79,47,35,.573,2nd of 5,1.24,105.9,0.1,104.4,0.6,103.2,-0.6,Lost W. Conf. 1st Rnd.,L. Brown
DEN,1977-78,48,34,.585,1st of 6,0.80,108.5,1.8,102.3,1.4,101.5,0.6,Lost W. Conf. Finals,L. Brown
DEN,1976-77,50,32,.610,1st of 6,4.95,111.2,4.7,100.7,1.2,96.1,-3.4,Lost W. Conf. Semis,L. Brown
DEN,1975-76,60,24,.714,1st of 0,5.45,111.2,4.3,108.7,4.6,103.4,-0.7,Lost Finals,L. Brown
DEN,1974-75,65,19,.774,1st of 5,6.63,107.6,4.5,109.4,4.7,102.7,-2.0,Lost W. Div. Finals,L. Brown
DEN,1973-74,37,47,.440,5th of 5,-0.49,103.2,0.6,103.1,0.1,103.5,0.5,Lost W. Div. Tiebreaker,A. Hannum
DEN,1972-73,47,37,.560,3rd of 5,2.80,106.8,-2.5,103.1,1.3,100.1,-1.7,Lost W. Div. Semis,A. Hannum
DEN,1971-72,34,50,.405,4th of 5,-0.93,112.8,0.9,98.4,-2.2,99.5,-1.1,Lost W. Div. Semis,A. Hannum
DEN,1970-71,30,54,.357,5th of 5,-3.15,113.9,2.8,102.8,-2.2,106.3,1.3,Lost W. Div. Tiebreaker,J. Belmont
DEN,1969-70,51,33,.607,1st of 5,4.32,107.6,-1.6,106.2,3.5,102.2,-0.5,Lost W. Div. Finals,J. McLendon
DEN,1968-69,44,34,.564,3rd of 6,1.41,106.9,-2.5,106.4,2.4,105.0,1.0,Lost W. Div. Semis,B. Bass
DEN,1967-68,45,33,.577,3rd of 6,3.53,103.0,-4.0,102.0,0.7,97.9,-3.4,Lost W. Div. Semis,B. Bass
DET,2024-25,0,0,,,,,,,,,,,J. Bickerstaff
DET,2023-24,14,68,.171,5th of 5,-9.06,99.8,1.3,109.7,-5.6,118.8,3.5,,M. Williams
DET,2022-23,17,65,.207,5th of 5,-7.73,99.0,-0.1,110.7,-4.1,118.9,4.1,,D. Casey
DET,2021-22,23,59,.280,5th of 5,-7.36,98.4,0.2,106.0,-6.0,113.8,1.8,,D. Casey
DET,2020-21,20,52,.278,5th of 5,-4.38,97.9,-1.3,108.0,-4.3,112.5,0.2,,D. Casey
DET,2019-20,20,46,.303,4th of 5,-4.38,97.6,-2.7,109.0,-1.6,112.7,2.1,,D. Casey
